cook-time,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
35 mins,"['Freezable', 'Easily doubled / halved', 'Vegetarian']", Easy ,"Cook the potatoes in a large pan of water for 15 mins or until soft. Drain well. Place the pan back on the heat. Melt a little butter and cook the garlic for 1 min to soften, then stir in the cream or milk and heat through. Return the potatoes to the pan and mash until smooth.
Heat oven to 180C/fan 160C/gas 4. Spoon the mixture into a 20 x 30cm baking dish. Sprinkle the breadcrumbs, cheese and thyme over the top. Can be made up to this point the day before and stored in the fridge or frozen for up to 1 month. Cook for 15 mins until the crumbs are crisp and the cheese has melted. To cook from frozen, simply cook for 1 hr 10 mins.",Garlic mash potato bake,"['1kg potato, quartered', 'butter, for frying', '1 garlic clove, finely chopped', '140ml pot single cream or milk', '25g dried white bread crumbs', '25g gruyère, grated', '2 thyme sprigs, leaves stripped']",https://www.bbcgoodfood.com/recipes/5139/garlic-mash-potato-bake,Give your guests more than just mash with this tasty bake. Comfort food has never tasted so good,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--8694_11.jpg?itok=25DW1Z3E,15 mins,4
45 mins,"['Freezable', 'Vegetarian']", Easy ,"Heat oven to 180C/160C fan/gas 4. Place the pesto, half the mascarpone and 250ml water (or vegetable stock if you have some) in a pan. Heat and mix until smooth and bubbling. Add the spinach and peas and cook for a few more mins until the spinach has wilted and the peas thawed. Add the herbs and season.
Place a third of the pesto mixture into a baking dish roughly 18 x 25cm. Top with 4 lasagne sheets, then repeat with 2 more layers of sauce and lasagne sheets, finishing with a layer of pasta. Mix enough milk into the remaining mascarpone to make a white sauce consistency, season, then pour over the top. Sprinkle with the Parmesan and pine nuts. Bake for 35-40 mins until golden brown on top and bubbling around the edges. Scatter over the reserved basil leaves and serve with a green salad, if you like.",Easy pesto lasagne,"['190g jar pesto', '500g tub mascarpone', '200g bag spinach, roughly chopped', '250g frozen pea', 'small pack basil, leaves chopped, and a few leaves reserved to finish', 'small pack mint, leaves chopped', '12 fresh lasagne sheets', 'splash of milk', '85g parmesan, grated (or vegetarian alternative)', '50g pine nuts', 'green salad, to serve (optional)']",https://www.bbcgoodfood.com/recipes/easy-pesto-lasagne,This vegetarian bake from reader Lucy Nanor is packed with spinach and peas along with creamy pesto and mascarpone sauce,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/pesto.jpg?itok=1HN-0dqa,10 mins,5
1 hr,"['before baking', 'Healthy', 'Vegetarian', 'Vegan']", Easy ,"Put the unpeeled potatoes in a large saucepan, cover with water, bring to the boil and simmer for 40 mins until the skins start to split. Drain and leave to cool a little.
Meanwhile, heat the vegetable oil in a large heavy-based sauté pan or flameproof casserole dish. Add the mushrooms, leeks , onions, carrots and the stock cube and cook gently for 5 mins , stirring every so often. If it starts to stick, reduce the heat and stir more frequently, scraping the bits from the bottom. The veg should be soft but not mushy.
Add the garlic, tomato purée, paprika, squash and herbs. Stir and turn the heat up a bit, cook for 3 mins, add the celery, then stir and cook for a few more mins.
Tip in the chickpeas along with the water in the can and reserved mushroom stock. Add the peas and spinach and stir well. Cook for 5 mins, stirring occasionally, then season, turn off and set aside. There should still be plenty of liquid and the veg should be bright and a little firm.
Peel the potatoes and discard the skin. Mash 200g with a fork and stir into the veg. Break the rest of the potatoes into chunks, mix with the olive oil and parsley and season.
Divide the filling into the pie dishes and top with the potatotes. Heat oven to 190C/170C fan/gas 5 and bake the pies for 40-45 mins, until the top is golden and the filling is heated through. If making individual pies, check after 20 mins. Best served with tomato ketchup – as all great shepherd’s pies are.",Vegan shepherd's pie,"['1.2kg floury potatoes, such as Maris Piper or King Edward', '50ml vegetable oil', '30g dried porcini mushrooms, soaked in hot water for 15 mins, then drained (reserve the liquid)', '2 large leeks, chopped', '2 small onions, chopped', '4 medium carrots (about 300g), cut into small cubes', ""1 vegetable stock cube (make sure it's vegan - we used Kallo)"", '3 garlic cloves, crushed', '2 tbsp tomato purée', '2 tsp smoked paprika', '1 small butternut squash, peeled and cut into small cubes', '½ small pack marjoram or oregano, leaves picked and roughly chopped', '½ small pack thyme, leaves picked', '½ small pack sage sage, leaves picked and roughly chopped', '4 celery sticks, chopped', '400g can chickpeas', '300g frozen peas', '300g frozen spinach', '20ml olive oil', 'small pack flat-leaf parsley, chopped', 'tomato ketchup, to serve (optional)']",https://www.bbcgoodfood.com/recipes/vegan-shepherds-pie,"A warming vegan supper with porcini mushrooms, leeks, carrots, butternut squash and plenty of herbs, topped with crispy potatoes - it's low calorie, low fat and perfect for when the nights draw in",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/09/vegan-shepherds-pie.jpg?itok=Vrz4od9V,30 mins,5
1 hr,['Vegetarian'], More effort ,"Heat oven to 180C/160C fan/gas 4. First, make the filling. Boil the potatoes in a large pan of salted water for 10-15 mins until a knife is easily inserted but the potatoes still hold their shape.
Melt the butter in a medium saucepan over a low heat. Slowly sweat the shallots and spring onions with a pinch of salt until softened, stirring occasionally, about 10-12 mins. Meanwhile, whisk together the eggs, cream, thyme, cheese and some seasoning. Set aside.
To make the pastry, melt the butter with 100ml water in a small saucepan and bring to a simmer. Tip the rest of the pastry ingredients and 1 / 2 tsp salt into a large bowl. Make a well in the centre and pour in the butter. Stir with a wooden spoon, then bring together with your hands, kneading lightly for a few mins.
Grease a large 20-26cm pie dish. On a lightly dusted work surface, roll out two-thirds of the pastry big enough to fill the base and sides of your dish. Use the remaining pastry to roll out a lid.
Add the potato and shallot mixture to the beaten egg filling, and spoon into your pastry case. Cover with the pastry lid and crimp the edges decoratively.
Finally, beat the egg yolk with the milk and glaze the pie. Poke a couple of small steam holes in the top, chill for 10 mins, then bake in the oven for 40-45 mins.",Cheddar cheese & shallot pie with fennel seed pastry,"['140g unsalted butter, plus extra for greasing', '375g plain flour', '¼ tsp mustard powder', '1 tsp fennel seeds', '2 large King Edward potatoes, cut into small cubes', '2 tbsp unsalted butter', '4 large banana shallots, sliced', '7 spring onions, finely sliced', '3 medium eggs', '150ml double cream', '1 tsp thyme leaves', '200g strong cheddar, grated', '1 egg yolk, beaten', '1-2 tsp milk']",https://www.bbcgoodfood.com/recipes/cheddar-cheese-shallot-pie-fennel-seed-pastry,"A hearty pie with a mustard and fennel crust, this makes a stunning veggie centrepiece for everyday or entertaining",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/03/cheddar-cheese-shallot-pie-with-fennel-seed-pastry.jpg?itok=SAc5ERmA,40 mins,3
none,['Vegetarian'], Easy ,"Heat a large, deep non-stick frying pan, wok or shallow saucepan over a low heat. Add the oil, stir in the onion and fry over a medium heat for 8-10 minutes, stirring occasionally, until softened and starting to turn golden.
Stir the chilli, garlic and ginger into the onion mixture and fry for 2 minutes. Raise the heat a little, add the potatoes and cook for 3-4 minutes, stirring frequently, until the outsides are just softening. Stir in the curry paste, cook for 1 minute, then toss in the cauliflower and stirfry for a further 1 minute to coat.
Pour the coconut milk into the pan and stir thoroughly. Add some salt, raise the heat and bring to the boil, stirring frequently, then half cover the pan and reduce to a slow simmer. Cook the curry for 20-25 minutes, stirring often, until the sauce has thickened slightly and the vegetables are tender.
Half bury the eggs yolk-sides up in the sauce, then cover and continue to simmer gently for a further 1-2 minutes to heat through. Serve with a scattering of toasted almonds, if liked, and coriander.","Cauliflower, egg & potato curry","['3 tbsp vegetable oil', '1 large onion, peeled and diced', '1 plump red chilli, seeds removed if you want, finely chopped', 'thumb-sized piece of root ginger, peeled and grated', '2 large waxy potatoes (such as Desirée), peeled and cut into bite-sized chunks', ""2 tbsp curry paste (Patak's Cumin & chilli is good)"", '1 medium cauliflower, broken into florets', '400ml can coconut milk', '6 hard-boiled eggs, halved lengthways', '2 tbsp toasted flaked almonds (optional)', 'large handful of roughly chopped fresh coriander', '4 garlic cloves, finely chopped']",https://www.bbcgoodfood.com/recipes/1436/cauliflower-egg-and-potato-curry,Even a cauliflower-hater will love the warm coconut and flavours of this vegetarian curry dish,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--910_10.jpg?itok=2RnxjmGD,none,5
1 hr,['Vegetarian'], Easy ,"First make the white sauce. Melt the butter and flour together in a big saucepan, and cook the paste for a couple of mins. Add the bay leaves, then gradually whisk in the milk, little by little, until you have a nice smooth sauce. Bubble for a few mins, then season with salt, pepper and nutmeg. Remove the bay leaf, cover with cling film (lay it directly onto the sauce) until ready to use.
Gently cook the onions in the oil until really soft. Put the kettle on. Put half the spinach in a big colander and pour over the boiling water to wilt. Repeat with the rest of the spinach, let it cool a little then squeeze as much liquid as you can out of the spinach. Roughly chop and stir into the onions with the ricotta, a small ladle of the white sauce and most of the parmesan. Season well.
Heat oven to 200C/180C fan/gas 6. Spread a quarter of the sauce into the base of a big baking dish, then dollop over a third of the spinach mixture. Top with a layer of lasagne sheets, then repeat the layers – a quarter of the sauce, third of the spinach mix and some lasagne sheets. Finish with the remaining sauce and scatter over the remaining parmesan. Bake for 40-50 mins until the lasagne is cooked through and the top golden, scattering over the pine nuts with 10 mins to go.",Spinach & pine nut lasagne,"['85g parmesan (or vegetarian alternative), finely grated', '250-300g dried lasagne sheets', '50g pine nut', '85g butter', '85g plain flour', '4 bay leaves', '1½ l milk', 'good grating nutmeg', '2 onions, finely chopped', '1 tbsp olive oil', '700g fresh spinach leaves', '250g ricotta']",https://www.bbcgoodfood.com/recipes/2985679/spinach-and-pine-nut-lasagne,A classic flavour combination served in a layered Italian pasta bake with creamy white sauce and a dusting of nutmeg,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1243581_8.jpg?itok=u_dXSDb4,30 mins,4
25 mins,"['Healthy', 'Vegetarian']", Easy ,"Place the sweet potato in a pan of boiling water and cook for 15 mins, or until tender.
Meanwhile, heat the oil in a pan and fry the onion and carrot, for 2 minutes, then add the garlic and ginger and cook, stirring for 1 min more. Tip in the curry powder, stir round the pan then add 750ml of the boiling water with the stock cube, tomato purée and lentils. Cover the pan and boil for 20 mins until the vegetables are tender and the liquid has been absorbed. Stir in the chopped coriander.
When the sweet potatoes are cooked, drain and mash them with the yogurt and seasoning.
Spoon the lentil mix into one big or two individual dishes then top with the sweet potato mixture, scatter with the coriander and serve with broccoli, if you like.",Indian sweet potato & dhal pies,"['650g sweet potatoes, peeled and cut into small chunks', '1 onion, halved and thinly sliced', '2 carrots, scrubbed, halved and sliced lengthways', '15g ginger, finely grated', '2 garlic cloves, finely grated', '2 tsp oil', '1 tbsp curry powder', '1 vegetable stock cube', '2 tbsp tomato purée', '85g red lentils', 'good handful coriander, chopped, plus sprigs to serve', 'generous spoonful 0% fat Greek-style yogurt', 'broccoli, to serve (optional)']",https://www.bbcgoodfood.com/recipes/indian-sweet-potato-dhal-pies,Spiced red lentil dhal is topped with creamy sweet potato mash in these individual vegetarian pies - a cheap weeknight dinner option,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/sweetpotatobake_5759.jpg?itok=Xm_jSX1o,15 mins,4
18 mins,['Vegetarian'], Easy ,"Heat the oil in a large pan and cook the onion for 8-10 mins until starting to caramelise (or for longer if you have time – the sweeter the better). Add the garlic for the final 2 mins of cooking time.
Tip in the mixed veg, tomatoes, capers and raisins. Season well and simmer, uncovered, for 10 mins, or until you have a rich sauce.
Meanwhile, boil the kettle. Pour the kettleful of water into a large pan with a little salt and bring back to the boil. Add the pasta and cook until tender with a little bite, then drain, reserving some of the pasta water. Tip the pasta into the sauce, adding a splash of pasta water if it needs loosening. Scatter with the basil leaves and parmesan, if you like, and serve straight from the pan",Caponata pasta,"['4 tbsp olive oil (or use the oil from your chargrilled veg, see below)', '1 large onion, finely chopped', '4 garlic cloves, finely sliced', '250g chargrilled Mediterranean veg (peppers and aubergines, if possible) from a jar, pot or deli counter, drained if in oil (you can use this oil in place of the olive oil) and roughly chopped', '400g can chopped tomatoes', '1 tbsp small capers', '2 tbsp raisins', '350g rigatoni, penne or another short pasta shape', 'bunch basil, leaves picked', 'parmesan (or vegetarian alternative), shaved, to serve']",https://www.bbcgoodfood.com/recipes/caponata-pasta,Whip up our easy vegetarian caponata pasta in just 20 minutes. It's simple to make and packs three of your 5-a-day into one delicious meal,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2019/02/caponata-pasta.jpg?itok=oyipDvVn,2 mins,5
10 mins,['Vegetarian'], Easy ,"In a medium saucepan, stir the clotted cream, butter and cornflour over a low-ish heat and bring to a low simmer. Turn off the heat and keep warm.
Meanwhile, put the cheese and nutmeg in a small bowl and add a good grinding of black pepper, then stir everything together (don’t add any salt at this stage).
Put the pasta in another pan with 2 tsp salt, pour over some boiling water and cook following pack instructions (usually 3-4 mins). When cooked, scoop some of the cooking water into a heatproof jug or mug and drain the pasta, but not too thoroughly.
Add the pasta to the pan with the clotted cream mixture, then sprinkle over the cheese and gently fold everything together over a low heat using a rubber spatula. When combined, splash in 3 tbsp of the cooking water. At first, the pasta will look wet and sloppy: keep stirring until the water is absorbed and the sauce is glossy. Check the seasoning before transferring to heated bowls. Sprinkle over some chives or parsley, then serve immediately.",Fettuccine alfredo,"['227g tub clotted cream', '25g butter (about 2 tbsp)', '1 tsp cornflour', '100g parmesan, grated', 'freshly grated nutmeg', '250g fresh fettuccine or tagliatelle', 'snipped chives or chopped parsley, to serve (optional)']",https://www.bbcgoodfood.com/recipes/fettucine-alfredo,Hankering for a comforting bowl of pasta in creamy sauce? This sumptuous Italian dish is for you. It takes just 25 minutes so it's an easy midweek meal,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/10/fettucine-alfredo.jpg?itok=li4XbIvz,15 mins,4
2 hrs,"['Healthy', 'Vegetarian']", Easy ,"Heat 1 tbsp rapeseed oil in a large non-stick pan and fry 2 sliced onions and 2 chopped large garlic cloves for 5 mins, stirring frequently until softened.
Tip in 2 diced large courgettes, 1 red and 1 yellow pepper, both roughly sliced, and 400g chopped tomatoes with 2 tbsp tomato purée, 2 tsp vegetable bouillon and 15g chopped basil.
Stir well, cover and cook for 5 mins. Don't be tempted to add more liquid as plenty of moisture will come from the vegetables once they start cooking.
Slice 1 large aubergine. Lay half the slices of aubergine in the base of the slow cooker and top with 3 sheets of lasagne.
Add a third of the ratatouille mixture, then the remaining aubergine slices, 3 more lasagne sheets, then the remaining ratatouille mixture.
Cover and cook on High for 2½ - 3 hours until the pasta and vegetables are tender. Turn off the machine.
Scatter 125g vegetarian buffalo mozzarella over the vegetables then cover and leave for 10 mins to settle and melt the cheese. 
Scatter with extra basil and serve with a handful of rocket.",Slow cooker vegetable lasagne,"['1 tbsp rapeseed oil', '2 onions, sliced', '2 large garlic cloves, chopped', '2 large courgettes, diced (400g)', '1 red and 1 yellow pepper, deseeded and roughly sliced', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon', '15g fresh basil, chopped plus a few leaves', '1 large aubergine, sliced across length or width for maximum surface area', '6 wholewheat lasagne sheets (105g)', '125g vegetarian buffalo mozzarella, chopped']",https://www.bbcgoodfood.com/recipes/slow-cooker-vegetable-lasagne,"Make this low-calorie veggie lasagne as a lighter alternative to the traditional bake. It's layered with pasta, ratatouille and sliced aubergine and packs in all of your five-a-day",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/09/vegelasagne.jpg?itok=kPMVXdw2,30 mins,4
10 mins,"['Healthy', 'Vegetarian', 'Vegan']", Easy ,"Cook the pasta according to pack instructions – about 10 mins. Meanwhile, put the lime juice and zest in a medium bowl with the avocado, tomatoes, coriander, onion and chilli, if using, and mix well.
Drain the pasta, toss into the bowl and mix well. Serve straight away while still warm, or cold.","Linguine with avocado, tomato & lime","['115g wholemeal linguine', '1 lime, zested and juiced', '1 avocado, stoned, peeled, and chopped', '2 large ripe tomatoes, chopped', '½ pack fresh coriander, chopped', '1 red onion, finely chopped', '1 red chilli, deseeded and finely chopped (optional)']",https://www.bbcgoodfood.com/recipes/linguine-avocado-tomato-lime,Use guacamole ingredients to make this low-calorie vegan linguine which can also be served cold as a pasta salad. It delivers on flavour and it's healthy,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/09/linguine-with-avocado-tomato-lime.jpg?itok=otGmTsC7,20 mins,4
45 mins,['Vegetarian'], Easy ,"Heat oven to 200C/180C fan/gas 6. Toss the sprouts in the oil and vinegar, then tip into a roasting tin. Bake for 10-15 mins, tossing again halfway through.
Meanwhile, cook the pasta until it has a slight bite (around two minutes less than pack instructions), then drain and set aside.
Heat the butter in a pan. Add the garlic and our and cook for 1-2 mins. Gradually add the milk until the mixture is smooth, then simmer for 5 mins until thick.
Remove from the heat and add the mustard and most of the cheese, reserving one handful for the topping. Season well and stir. Add the pasta, then tip the mixture into a large baking dish. Top with the roasted sprouts and reserved cheese and bake for 20 mins until the cheese topping is golden and bubbling. Serve with a green salad, if you like.",Cheesy sprout pasta bake,"['200g Brussels sprouts, halved', '1 tbsp olive oil', '1 tbsp balsamic vinegar', '350g penne pasta', '2 tbsp butter', '1 garlic clove, crushed', '3 tbsp plain flour', '500ml milk', '2 tsp wholegrain mustard', '200g mature cheddar, grated', 'green salad leaves, to serve (optional)']",https://www.bbcgoodfood.com/recipes/cheesy-sprout-pasta-bake,Make this cheesy sprout pasta bake for a filling family supper. Our easy veggie recipe makes for a tasty twist on a standard macaroni cheese,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2019/01/cheesy-sprout-pasta-bake.jpg?itok=XC7LAfy2,5 mins,5
25 mins,"['Healthy', 'Vegetarian']", Easy ,"Heat the oil in a large non-stick frying pan. Add the pepper and cook for 5 mins. Meanwhile, cook the pasta for 10-12 mins until tender.
Add the courgette and garlic to the pepper and cook, stirring very frequently, for 10-15 mins until the courgette is really soft.
Stir in the lemon zest and juice, basil and spaghetti (reserve some pasta water) and toss together, adding a little of the pasta water until nicely coated. Add the pine nuts, then spoon into bowls and serve topped with the parmesan, if using.",Pepper & lemon spaghetti with basil & pine nuts,"['1 tbsp rapeseed oil', '1 red pepper, deseeded and diced', '150g wholemeal spaghetti', '2 courgettes (250g), grated', '2 garlic cloves, finely grated', '1 lemon, zested and juiced', '15g basil, finely chopped', '25g pine nuts, toasted', '2 tbsp finely grated parmesan or vegetarian alternative (optional)']",https://www.bbcgoodfood.com/recipes/pepper-lemon-spaghetti-basil-pine-nuts,"Try this zesty pasta dish for a quick and healthy veggie lunch option. Low in calories, it provides fibre, vitamin C and iron and counts as two of your 5-a-day",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/05/440-400-pepper-lemon-spaghetti-with-basil-pine-nuts.jpg?itok=OZ3Qg0Im,7 mins,4
40 mins,"['Healthy', 'Vegetarian', 'Vegan']", Easy ,"Heat oven to 200C/180C fan/gas 6. Toss the butternut squash, garlic and sage in the oil, then spread out in a roasting tin and cook in the oven for 20 mins, add the courgettes and cook for a further 15 mins. Give everything a stir, then add the pecans and cook for 5 mins more until the nuts are toasted and the vegetables are tender and starting to caramelise.
Meanwhile, boil the pasta according to pack instructions – about 12 mins. Drain, then tip into a serving bowl and toss with the spinach so that it wilts in the heat from the pasta. Add the roasted veg and pecans, breaking up the nuts a little, and toss again really well before serving.",Squash & spinach fusilli with pecans,"['160g butternut squash, diced', '3 garlic cloves, sliced', '1 tbsp chopped sage leaves', '2 tsp rapeseed oil', '1 large courgette, halved and sliced', '6 pecan halves', '115g wholemeal fusilli', '125g bag baby spinach']",https://www.bbcgoodfood.com/recipes/squash-spinach-fusilli-pecans,"You don’t have to be vegan to enjoy this colourful low-fat, low-calorie squash and spinach pasta topped with pecans. It's tasty as well as healthy",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/09/squash-spinach-fusilli-with-pecans.jpg?itok=Yjf0IAOS,10 mins,4
15 mins,['Vegetarian'], Easy ,"Boil a pan of salted water, add the pasta and cook for 4 mins. Add the runner beans and cook together for 2 mins, then drain, reserving the water.
Gently heat the oil and ¾ of the butter in a large, high-sided frying pan over a medium heat. Stir in the pepper with a wooden spoon and cook for 1 min, then add in a ladleful of the pasta water and whisk vigorously until you have the beginnings of a smooth sauce. Add in the rest of the butter, the pasta and the beans and half the cheeses, and stir, shaking the pan as you go to mix everything together and release starch from the pasta to make it extra creamy. Add in the rest of the cheese and shake some more until it melts and you have a silky smooth sauce. Ladle in more pasta water to loosen it if necessary, and make sure the pasta is cooked. Season with salt and serve straightaway with extra pecorino and pepper.",Cacio e pepe with runner beans,"['180g linguine or bucatini', '160g runner beans, topped, tailed, string removed and finely sliced', 'splash of olive oil', '60g butter', '1 tsp black peppercorns, crushed in a pestle and mortar (not too finely)', '30g parmesan (or vegetarian alternative), finely grated and at room temperature', '30g pecorino (or vegetarian alternative), finely grated and at room temperature, plus extra to serve']",https://www.bbcgoodfood.com/recipes/cacio-e-pepe-runner-beans,"Cacio e pepe or ""cheese and pepper"" is a Roman classic – an easy pasta sauce that uses pasta water for silky texture. Runner beans add freshness and bite",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/08/cacio-e-pepe-with-runner-beans.jpg?itok=Ddko2LO7,10 mins,5
35 mins,['Vegetarian'], Easy ,"Heat oven to 220C/200C fan/gas 8. Cook the macaroni in salted water for 2 mins less than the stated cooking time, so it still has plenty of bite. Drain well and toss with a small knob of the butter to stop it from sticking together.
In a heavy-bottomed saucepan, heat the remaining butter until frothy and nut-brown. Pour off 1 tbsp into a small bowl and place the pan back on the heat, then scatter over and whisk in the flour and cook for 3 mins until you have a sandy paste. Add the milk, a splash at a time, simmering and whisking until smooth between each addition. Once all the milk has been added, drizzle in the evaporated milk, then add the grated cheddar, a handful at a time, until you have a thick, cheesy sauce. Stir through the mustard powder, cayenne, Marmite and vinegar and taste for seasoning, adding salt and pepper as needed.
Remove from heat, stir in the macaroni, then stir through the chunks of cheese. Tip the contents of the saucepan into a large, buttered baking dish. In a small bowl, mix together all the breadcrumbs, the parmesan, another small pinch of cayenne and some crunchy sea salt if you want. Scatter the crumbs over the macaroni, drizzle with the reserved brown butter and bake for 30-35 mins until lightly browned, crunchy all over and bubbling around the edges. Leave to stand for 10 mins before serving straight from the dish.",Next level mac 'n' cheese with Marmite,"['500g small elbow macaroni', '80g butter, plus extra for tossing through the pasta', '3 tbsp plain flour', '600ml whole milk', '170g can evaporated milk', '700g extra mature cheddar, 500g coarsely grated, 200g chopped into small chunks', '1 tbsp mustard powder', 'large pinch cayenne pepper', '1 tbsp Marmite', 'splash of malt, cider or red wine vinegar', '50g grated parmesan (or vegetarian alternative)', '50g fresh white breadcrumbs', '50g panko breadcrumbs']",https://www.bbcgoodfood.com/recipes/macaroni-cheese-marmite,"Make this granddaddy of pasta bakes with the salty tang of Marmite, plus mustard and evaporated milk. This is macaroni cheese with added oomph",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/08/macaroni-cheese.jpg?itok=F7VsAKJu,20 mins,4
50 mins,['Vegetarian'], Easy ,"Pour boiling water over the spinach in a sieve or colander to wilt it. Leave until cool enough to handle, then squeeze out any excess liquid. Heat the oil in a non-stick frying pan over a medium heat, add the garlic and soften for 1 min. Tip in the nutmeg and cook for 1 min more, then add the mascarpone, spinach, half the cream and half the parmesan. Season generously, stir well and set aside.
Heat oven to 180C/160C fan/gas 4. Spread a third of the filling over the base of a 20 x 30cm baking dish, cover with 3 lasagne sheets, then add a layer of courgettes. Repeat twice more. Pour the remaining cream over the final layer and sprinkle over the remaining parmesan. Bake for 40-45 mins or until the sauce is bubbling and the pasta has no resistance when you push a skewer through. Rest for 5 mins, then serve.",Spinach & courgette lasagne,"['400g spinach', '1 tbsp olive oil', '2 garlic cloves, crushed', '250g mascarpone', '1 tsp ground nutmeg', '100g parmesan (or vegetarian alternative), grated', '9 lasagne sheets', '100ml double cream', '3 large courgettes, sliced lengthways']",https://www.bbcgoodfood.com/recipes/spinach-courgette-lasagne,"Enjoy a vegetarian lasagne bursting with spinach and courgette, held together with a creamy mascarpone sauce. It's a filling midweek meal for all the family",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/07/spinach-courgette-lasagne.jpg?itok=2LpODrsI,25 mins,5
2 hrs,"['Healthy', 'Vegetarian', 'Vegan']", Easy ,"Pour 800ml boiling water over the dried porcini and leave for 10 mins until hydrated. Meanwhile pour 1½ tbsp oil into a large saucepan. Add the onion, carrot, celery and a pinch of salt. Cook gently, stirring for 10 mins until soft. Remove the porcini from the liquid, keeping the mushroomy stock and roughly chop. Set both aside. 
Add the garlic and thyme to the pan. Cook for 1 min, then stir in the tomato purée and cook for a minute more. Pour in the red wine, if using, cook until nearly reduced, then add the lentils, reserved mushroom stock and cans of tomatoes. Bring to the boil, then reduce the heat and leave to simmer with the lid on. 
Meanwhile, heat a large frying pan. Add 1½ tbsp oil, then tip all of the mushrooms into the pan, including the rehydrated ones. Fry until all the water has evaporated and the mushrooms are deep golden brown. Pour in the soy sauce. Give everything a good mix, then scrape the mushrooms into the lentil saucepan.
Stir in the Marmite, then continue to cook the ragu, stirring occasionally, over a lo -medium heat for 30-45 mins until the lentils are cooked and the sauce is thick and reduced, adding extra water if necessary. Remove the thyme sprigs and season to taste.
Heat the oven to 180C/160C fan/gas 4. To make the white sauce, heat 3 tbsp olive oil in a pan, whisk in the flour and cook for a couple of minutes to get rid of the raw flour taste, then slowly whisk in the soya milk. Cook out until you have a creamy sauce, about 10 mins. Season to taste, adding a good grating of nutmeg.
Spread a third of the ragu on the bottom of your ovenproof dish, then top with 6 lasagne sheets, followed by another third of the vegan white sauce, then another third of the ragu. Top with the remaining lasagne sheets, then the remaining ragu and finally, spread over the rest of the white sauce. Sprinkle over the nutritional yeast, if using, and bake for 45 mins-1 hr until the pasta is cooked.",Vegan lasagne,"['30g bag dried porcini mushrooms', '6 tbsp olive oil', '1 onion, finely chopped', '2 carrots, finely chopped', '2 celery sticks, finely chopped', '4 garlic cloves, sliced', 'few sprigs of thyme', '1 tsp tomato purée', '100ml vegan red wine (optional)', '250g dried green lentils', '2 x 400g cans whole plum tomatoes', '250g pack chestnut mushrooms, chopped', '250g pack portobello mushrooms, sliced', '1 tsp soy sauce', '1 tsp Marmite', '6 tbsp plain flour', '900ml soya milk', '1 whole nutmeg, for grating', '12 lasagne sheets', '2-3 tbsp nutritional yeast (optional, adds cheesy flavour)', 'green salad, to serve']",https://www.bbcgoodfood.com/recipes/vegan-lasagne,Feed the family a plant-based lasagne with an easy ragu base that can also be used for our vegan spaghetti Bolognese and vegan moussaka,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2019/01/vegan-lasagne.jpg?itok=-yR9fz5x,25 mins,0
